label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,params.canary.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.BIL.avg,exposure.BIL.min,exposure.BND.avg,exposure.BND.min,exposure.DBC.avg,exposure.DBC.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min,exposure.VEA.avg,exposure.VEA.min,exposure.VWO.avg,exposure.VWO.min
QQQ25/VWO25/VEA25/BND25,sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00356786,0.00776321,0.00162405,0.00431608,50204.65335891,39500.00000000,10704.65335891,0.27100388,0.08192256,0.07699734,0.63909948,0.13822003,0.90498757,0.48998963,-0.16719243,332,2010,0.17108264,2011,-0.05222480,51249.10899387,7.92084488,0.17476436,0.00020053,,,,,0.24878812,0.24568392,,,,,,,0.24879810,0.24655043,,,,,,,0.24950111,0.24824897,0.24934152,0.24764154
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00198210,0.00615028,0.00200334,0.00615164,48095.56633399,39500.00000000,8595.56633399,0.21760927,0.05875244,0.06313463,0.49146286,0.13472427,0.68335005,0.29496023,-0.19918766,690,2013,0.15054705,2015,-0.02955617,817038.21204956,71.58933953,2.90062642,0.00181239,,,0.16647296,0.00000000,,,,,0.13315325,0.00000000,,,,,0.69837046,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00183138,0.00618024,0.00183262,0.00618139,63042.25758645,39500.00000000,23542.25758645,0.59600652,0.14804183,0.15129953,0.95150986,0.15838669,1.34697622,0.79231017,-0.18684833,280,2013,0.31877440,2015,-0.02956051,39365.26498371,2.75556855,0.11751542,0.00006976,,,,,,,,,,,,,,,0.99816738,0.99381861,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00277137,0.01105873,0.00180860,0.00554690,51396.61686829,39500.00000000,11896.61686829,0.30118017,0.07932160,0.08462983,0.70078298,0.11910643,0.98906480,0.66251799,-0.11972747,140,2012,0.16068002,2015,-0.02182145,1459025.70710087,192.15838637,4.95348670,0.00486477,0.02213463,0.00000000,0.12205094,0.00000000,0.00000000,0.00000000,0.03881347,0.00000000,0.09958538,0.00000000,0.09391736,0.00000000,0.31616265,0.00000000,,,0.05514258,0.00000000,0.09947635,0.00000000,0.09994753,0.00000000,0.04992945,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00247873,0.00966792,0.00166263,0.00392065,48417.46366854,39500.00000000,8917.46366854,0.22575857,0.04858714,0.06531439,0.43172654,0.12938361,0.59074727,0.27496162,-0.17670518,575,2014,0.18763581,2011,-0.04447143,1133458.07313346,155.15049051,4.20325748,0.00392786,0.01660500,0.00000000,0.15536811,0.00000000,0.00000000,0.00000000,0.02218061,0.00000000,0.08839135,0.00000000,0.07745888,0.00000000,0.33281445,0.00000000,,,0.04412069,0.00000000,0.09403182,0.00000000,0.09992015,0.00000000,0.06657383,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00247306,0.00948867,0.00169525,0.00481144,50045.12716153,39500.00000000,10545.12716153,0.26696524,0.07294940,0.07600017,0.64824368,0.11973753,0.91111881,0.58787336,-0.12409033,288,2014,0.16504992,2015,-0.02183243,1539645.04614263,207.91234858,5.32169951,0.00526360,0.01661054,0.00000000,0.11093998,0.00000000,0.00000000,0.00000000,0.03881492,0.00000000,0.09955365,0.00000000,0.09412637,0.00000000,0.28299341,0.00000000,,,0.06072057,0.00000000,0.11055618,0.00000000,0.13320696,0.00000000,0.04993215,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00266093,0.00948867,0.00182442,0.00477155,48579.57926250,39500.00000000,9079.57926250,0.22986277,0.05626844,0.06639360,0.49009703,0.12869464,0.67035418,0.29202594,-0.19268301,455,2014,0.19996254,2013,-0.01786265,1133970.81211220,153.16985717,4.15718897,0.00387772,0.01106704,0.00000000,0.14425571,0.00000000,0.00000000,0.00000000,0.01663966,0.00000000,0.09394020,0.00000000,0.07744785,0.00000000,0.33281473,0.00000000,,,0.04972635,0.00000000,0.10488815,0.00000000,0.11657700,0.00000000,0.04992946,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2010-08-02,2010-08-02,2015-07-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00366662,0.00924248,0.00176024,0.00427868,49406.75875600,39500.00000000,9906.75875600,0.25080402,0.07545259,0.07184837,0.62617184,0.12966300,0.88167509,0.45116190,-0.16724061,332,2012,0.14779177,2011,-0.05224012,50068.16216980,7.73190626,0.17280954,0.00019574,,,,,0.24871705,0.24572132,,,,,,,0.24882439,0.24710395,,,,,,,0.24949349,0.24816570,0.24929518,0.24734363
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-08-02,2010-08-02,2015-07-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00223884,0.00763665,0.00226032,0.00767138,49383.58715128,39500.00000000,9883.58715128,0.25021740,0.07172309,0.07169673,0.62268600,0.12358406,0.87529474,0.41428795,-0.17312377,307,2013,0.15066343,2011,-0.00690411,889705.61689015,79.02926852,3.07198440,0.00200074,,,0.18315078,0.00000000,,,,,0.13306228,0.00000000,,,,,0.68152662,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2010-08-02,2010-08-02,2015-07-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00222985,0.00809629,0.00223108,0.00809805,63065.08988616,39500.00000000,23565.08988616,0.59658455,0.15282114,0.15148205,1.03546430,0.14802633,1.47227460,0.81773911,-0.18688252,280,2013,0.31884906,2011,0.01615410,39387.97131543,2.75715799,0.11567058,0.00006980,,,,,,,,,,,,,,,0.99776892,0.99190195,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2011-02-01,2011-02-01,2016-02-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00289229,0.01072591,0.00192064,0.00583177,49849.42595955,40000.00000000,9849.42595955,0.24623565,0.07686532,0.07133084,0.73171333,0.10966584,1.04422387,0.64269780,-0.11959791,140,2012,0.16064641,2015,-0.02898773,1607220.56574748,196.05644809,5.38977993,0.00490141,0.04363702,0.00000000,0.16371194,0.00000000,0.00000000,0.00000000,0.03270309,0.00000000,0.12505368,0.00000000,0.08149354,0.00000000,0.29465574,0.00000000,,,0.04874988,0.00000000,0.10876961,0.00000000,0.09826908,0.00000000,0.00000000,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2011-02-01,2011-02-01,2016-02-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00311392,0.01058015,0.00202568,0.00596305,47855.26048859,40000.00000000,7855.26048859,0.19638151,0.05250664,0.05804241,0.49289898,0.11830187,0.67799496,0.31597734,-0.16617218,400,2014,0.18753914,2011,-0.02841488,1313005.76347761,162.11086283,4.71639954,0.00405277,0.03811755,0.00000000,0.19643597,0.00000000,0.00000000,0.00000000,0.02179532,0.00000000,0.11412506,0.00000000,0.07063134,0.00000000,0.31089104,0.00000000,,,0.04339235,0.00000000,0.10318632,0.00000000,0.09826175,0.00000000,0.00000000,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2011-02-01,2011-02-01,2016-02-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00267848,0.00843723,0.00184055,0.00555728,49692.25649624,40000.00000000,9692.25649624,0.24230641,0.07062624,0.07030187,0.65827652,0.11374996,0.92610271,0.56727029,-0.12450191,288,2014,0.16517072,2015,-0.03371238,1462105.04879351,187.76801315,5.05638512,0.00469420,0.04907448,0.00000000,0.12003466,0.00000000,0.00000000,0.00000000,0.03273268,0.00000000,0.13071072,0.00000000,0.08153432,0.00000000,0.24556033,0.00000000,,,0.05435770,0.00000000,0.13585338,0.00000000,0.13102722,0.00000000,0.01637121,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2011-02-01,2011-02-01,2016-02-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00324102,0.01273124,0.00206002,0.00560908,48148.41137155,40000.00000000,8148.41137155,0.20371028,0.04703860,0.06002826,0.43916202,0.12187340,0.59866213,0.24382121,-0.19292250,455,2014,0.19990389,2011,-0.05973347,1126331.32245801,142.37530018,4.15948506,0.00355938,0.04360653,0.00000000,0.15278548,0.00000000,0.00000000,0.00000000,0.01636195,0.00000000,0.12493785,0.00000000,0.07071776,0.00000000,0.27820174,0.00000000,,,0.04869106,0.00000000,0.13041146,0.00000000,0.11463054,0.00000000,0.01636706,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2011-02-01,2011-02-01,2016-02-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00423087,0.01121646,0.00205546,0.00488988,42911.78493733,40000.00000000,2911.78493733,0.07279462,0.02995105,0.02269167,0.28832442,0.13355174,0.40024243,0.17949842,-0.16685970,332,2012,0.14789445,2011,-0.07073793,51278.08209637,7.91545085,0.18488733,0.00019789,,,,,0.24856653,0.24511012,,,,,,,0.24844188,0.24511807,,,,,,,0.24947675,0.24845345,0.24928066,0.24759890
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2011-02-01,2011-02-01,2016-02-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00257480,0.00881308,0.00259489,0.00881440,48998.16451762,40000.00000000,8998.16451762,0.22495411,0.06281569,0.06572077,0.57334457,0.11885473,0.80392946,0.36375432,-0.17268713,307,2013,0.15032808,2011,-0.04457382,828333.70296998,74.76528692,2.91777360,0.00186913,,,0.18011570,0.00000000,,,,,0.22909290,0.00000000,,,,,0.58819651,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2011-02-01,2011-02-01,2016-02-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00258936,0.00881308,0.00259061,0.00881440,53813.64294988,40000.00000000,13813.64294988,0.34534107,0.10067915,0.09632572,0.69767164,0.15510431,0.97672466,0.54066020,-0.18621520,280,2013,0.31820793,2016,-0.05008489,39961.42069024,2.79729945,0.12328906,0.00006993,,,,,,,,,,,,,,,0.99740939,0.99118560,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2011-08-01,2011-08-01,2016-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00315874,0.01837234,0.00194131,0.00719686,52054.11868288,40000.00000000,12054.11868288,0.30135297,0.09047164,0.08546864,0.91807167,0.09998500,1.33810419,0.75680008,-0.11954496,140,2012,0.16013729,2015,-0.02868396,1599573.99157884,196.25283364,5.33095231,0.00490632,0.04896608,0.00000000,0.16371381,0.00000000,0.03275845,0.00000000,0.02177606,0.00000000,0.14132754,0.00000000,0.08165506,0.00000000,0.24545378,0.00000000,,,0.03793976,0.00000000,0.12492971,0.00000000,0.08188063,0.00000000,0.01638201,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2011-08-01,2011-08-01,2016-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00360088,0.01463559,0.00224181,0.00699626,50533.70116245,40000.00000000,10533.70116245,0.26334253,0.06830761,0.07579045,0.66542552,0.10835534,0.92581035,0.51346822,-0.13303181,227,2014,0.18753807,2011,-0.02816481,1258572.51999598,158.11796722,4.43382402,0.00395295,0.04354649,0.00000000,0.19639090,0.00000000,0.00000000,0.00000000,0.02179715,0.00000000,0.14124334,0.00000000,0.09232379,0.00000000,0.22904871,0.00000000,,,0.04345782,0.00000000,0.13027315,0.00000000,0.08188239,0.00000000,0.01638684,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2011-08-01,2011-08-01,2016-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00294606,0.01030414,0.00184153,0.00623649,50674.17413352,40000.00000000,10674.17413352,0.26685435,0.08297301,0.07669600,0.82394862,0.10343903,1.19373942,0.69459799,-0.11945472,140,2014,0.16514616,2015,-0.03352347,1593894.81251507,201.22181770,5.39626004,0.00503055,0.05450503,0.00000000,0.12000181,0.00000000,0.01636697,0.00000000,0.02176886,0.00000000,0.14708738,0.00000000,0.08155021,0.00000000,0.24550045,0.00000000,,,0.04333066,0.00000000,0.15220487,0.00000000,0.08190828,0.00000000,0.03276727,0.00000000
