label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.k,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.IEF.avg,exposure.IEF.min,exposure.IWM.avg,exposure.IWM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TLT.avg,exposure.TLT.min,exposure.VEA.avg,exposure.VEA.min,exposure.VNQ.avg,exposure.VNQ.min,exposure.VWO.avg,exposure.VWO.min
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),full,full,2008-08-01,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00108716,0.00577868,0.00110787,0.00578100,467146.99224891,118000.00000000,349146.99224891,2.95887282,0.11582386,0.12651009,0.97629661,0.11989490,1.37381938,0.58175195,-0.19909492,690,2021,0.28440292,2011,-0.00690719,13849011.78206380,1188.12177337,2.63541148,0.01006883,0.20727625,0.00000000,,,0.14266142,0.00000000,,,0.64895446,0.00000000,,,,,,,,
SPY benchmark,full,full,2008-08-01,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00118567,0.00889012,0.00118613,0.00889171,543905.09344089,118000.00000000,425905.09344089,3.60936520,0.12213318,0.13949487,0.68480703,0.19701936,0.96815068,0.25929511,-0.47101999,858,2013,0.31890063,2008,-0.27440154,117747.67921777,8.24233755,0.01981675,0.00006985,,,,,,,,,0.99881387,0.99110829,,,,,,,,
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 1-3-6-12U can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,1-3-6-12U,0.00162985,0.00973503,0.00110904,0.00475935,218995.62305786,96000.00000000,122995.62305786,1.28120441,0.09796321,0.09735956,0.83445853,0.12086204,1.19355892,0.71752815,-0.13652873,189,2020,0.24412676,2015,-0.05798892,9261664.65630691,1150.28221909,3.79159475,0.01198211,0.18100018,0.00000000,0.05197585,0.00000000,0.17117961,0.00000000,0.10764778,0.00000000,0.11712967,0.00000000,0.09414431,0.00000000,0.04812175,0.00000000,0.14051370,0.00000000,0.08661788,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 13612W can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,13612W,0.00157751,0.00825090,0.00112836,0.00571212,182779.18236390,96000.00000000,86779.18236390,0.90394982,0.07871391,0.07684542,0.67174455,0.12441469,0.97096651,0.40062834,-0.19647615,869,2009,0.29495670,2015,-0.05965659,14370774.33274000,1827.80978594,6.17724553,0.01903969,0.23485704,0.00000000,0.05390554,0.00000000,0.15388565,0.00000000,0.10762947,0.00000000,0.09980365,0.00000000,0.07494977,0.00000000,0.06160803,0.00000000,0.11161011,0.00000000,0.10010433,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 12M can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,12M,0.00193653,0.00973503,0.00129325,0.00475935,163950.36566311,96000.00000000,67950.36566311,0.70781631,0.05516932,0.06433044,0.50512843,0.12091490,0.69399555,0.25011835,-0.22057286,749,2021,0.21246756,2011,-0.11188944,5386148.56331468,652.76082176,2.65575829,0.00679959,0.17331334,0.00000000,0.06159768,0.00000000,0.19228010,0.00000000,0.09608066,0.00000000,0.11892899,0.00000000,0.10183773,0.00000000,0.02694935,0.00000000,0.14812505,0.00000000,0.07892332,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 1-3-6-12U can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,1-3-6-12U,0.00212303,0.00905554,0.00128342,0.00592898,217705.35626682,96000.00000000,121705.35626682,1.26776413,0.09695246,0.09669418,0.88601993,0.11157165,1.25896725,0.74712412,-0.12976754,192,2021,0.23470618,2015,-0.03340772,8587213.93833956,1073.57615543,3.43624144,0.01118308,0.18342301,0.00000000,0.04765517,0.00000000,0.18890933,0.00000000,0.11089249,0.00000000,0.12797919,0.00000000,0.08209900,0.00000000,0.05919943,0.00000000,0.11688133,0.00000000,0.08080156,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 13612W can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,13612W,0.00206059,0.01278020,0.00132053,0.00601431,173783.11357434,96000.00000000,77783.11357434,0.81024077,0.07629313,0.07105357,0.68578009,0.11734562,0.98643341,0.53748819,-0.14194382,865,2009,0.31637690,2015,-0.05344210,13278210.32807002,1689.10103597,5.76262466,0.01759480,0.23821644,0.00000000,0.05342809,0.00000000,0.16732083,0.00000000,0.10226867,0.00000000,0.10920639,0.00000000,0.06766490,0.00000000,0.07652114,0.00000000,0.09665971,0.00000000,0.08659023,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 12M can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,12M,0.00238911,0.00795487,0.00145967,0.00592898,156543.69189992,96000.00000000,60543.69189992,0.63066346,0.05416485,0.05896249,0.51021564,0.11691684,0.69486126,0.27047253,-0.20026007,677,2021,0.18621410,2011,-0.07939782,4823848.34214700,588.16067260,2.34921090,0.00612667,0.17331213,0.00000000,0.05051902,0.00000000,0.21059149,0.00000000,0.09215006,0.00000000,0.14220159,0.00000000,0.07920943,0.00000000,0.05052298,0.00000000,0.11827456,0.00000000,0.08080592,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 1-3-6-12U can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00255682,0.01074192,0.00134939,0.00476232,198215.73114785,96000.00000000,102215.73114785,1.06474720,0.08660514,0.08608834,0.83000183,0.10707493,1.18070272,0.62962066,-0.13755130,192,2021,0.21217491,2015,-0.01107137,7534428.07987966,951.56573145,3.18332467,0.00991214,0.18602648,0.00000000,0.05312370,0.00000000,0.20191768,0.00000000,0.10941374,0.00000000,0.12061104,0.00000000,0.07360830,0.00000000,0.07503463,0.00000000,0.10151446,0.00000000,0.07615868,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 13612W can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00235163,0.01020923,0.00133311,0.00661798,165201.02599447,96000.00000000,69201.02599447,0.72084402,0.07088800,0.06521011,0.67602735,0.11041851,0.96967360,0.44586593,-0.15898950,871,2009,0.31135676,2022,-0.04631476,12284519.65751757,1559.10505739,5.47093033,0.01624068,0.24138779,0.00000000,0.05888855,0.00000000,0.18924433,0.00000000,0.09323794,0.00000000,0.10687794,0.00000000,0.06328772,0.00000000,0.07851559,0.00000000,0.08997477,0.00000000,0.07617397,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 12M can TIP/1 fb best(BIL+IEF),fit,fit,2008-08-01,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,12M,0.00283883,0.00903120,0.00155192,0.00461000,143215.12267508,96000.00000000,47215.12267508,0.49182419,0.04892833,0.04854411,0.48340539,0.11191409,0.65256511,0.22754741,-0.21502478,454,2021,0.16184603,2011,-0.06059879,4603880.55969379,588.74367712,2.29436081,0.00613275,0.17678234,0.00000000,0.04733796,0.00000000,0.23420964,0.00000000,0.08748325,0.00000000,0.12498577,0.00000000,0.07825874,0.00000000,0.06465219,0.00000000,0.10378513,0.00000000,0.07964305,0.00000000
