label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EEM.avg,exposure.EEM.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.SHY.avg,exposure.SHY.min,exposure.SPY.avg,exposure.SPY.min
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),test,test,2023-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00352022,0.02357097,0.00358687,0.02365362,37256.90471806,31500.00000000,5756.90471806,0.18275888,0.06263513,0.07103985,0.49808358,0.14333881,0.68716021,0.44010551,-0.14231843,,2025,0.13367119,2024,-0.00542212,1204761.99214746,119.56545957,7.31888242,0.00379573,0.00000000,0.00000000,0.27248267,0.00000000,0.06798246,0.00000000,0.04540223,0.00000000,0.09061155,0.00000000,0.34008380,0.00000000,0.17985042,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),test,test,2023-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00444595,0.02421885,0.00448615,0.02421885,45133.65864051,31500.00000000,13633.65864051,0.43281456,0.12720774,0.15484932,0.85663829,0.15453423,1.21537799,0.89415234,-0.14226630,,2026,0.17929569,2023,0.02046191,670758.62081462,66.19456517,3.80099500,0.00210141,0.00000000,0.00000000,0.29522540,0.00000000,0.09077501,0.00000000,0.00000000,0.00000000,0.06776122,0.00000000,0.24939156,0.00000000,0.29236065,0.00000000
SPY25/EFA25/EEM25/AGG25,test,test,2023-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.01674246,0.04231539,0.01251120,0.03004420,45355.24628634,31500.00000000,13855.24628634,0.43984909,0.15094968,0.15702890,1.29662385,0.11404478,1.94069575,1.40154085,-0.10770266,81,2025,0.21465590,2024,0.08313733,36102.42641552,3.38392105,0.19430150,0.00010743,0.24809907,0.24430593,0.24906795,0.24656591,0.24843963,0.24570771,,,,,,,0.23764866,0.21995580
SPY60/AGG40,test,test,2023-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.01557129,0.03546620,0.01361286,0.03154341,43324.97228881,31500.00000000,11824.97228881,0.37539595,0.14154653,0.13672668,1.45904250,0.09428314,2.20536102,1.27300344,-0.11119100,113,2023,0.16923494,2026,0.07215220,34411.09175870,2.90627890,0.18442972,0.00009226,0.39803253,0.39259771,,,,,,,,,,,0.58639424,0.56845659
SPY benchmark,test,test,2023-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.01118127,0.02889993,0.01118276,0.02890110,51462.51865568,31500.00000000,19962.51865568,0.63373075,0.22151929,0.21396638,1.42521974,0.14894780,2.14327329,1.18927495,-0.18626415,127,2023,0.26134206,2026,0.12377263,31218.24766906,2.18527734,0.14948196,0.00006937,,,,,,,,,,,,,0.98881724,0.97109890
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2004-10-01,2004-10-01,2009-10-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00063867,0.00259189,0.00068741,0.00269008,83736.91997717,40000.00000000,43736.91997717,1.09342300,0.25716287,0.24383036,1.38800690,0.17623896,2.09605926,1.67571026,-0.15346500,198,2006,0.33978478,2004,0.15994971,2417360.97279884,251.92645714,5.86573884,0.00629816,0.00000000,0.00000000,0.40964718,0.00000000,0.06552750,0.00000000,0.22933195,0.00000000,0.06552969,0.00000000,0.21289740,0.00000000,0.01637887,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2004-10-01,2004-10-01,2009-10-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00052524,0.00201205,0.00055833,0.00201287,70063.63668808,40000.00000000,30063.63668808,0.75159092,0.21188716,0.18368991,1.08679136,0.19443925,1.56303603,1.19563648,-0.17721704,60,2006,0.34777962,2009,0.01130650,1614866.99265582,167.81897730,4.03565746,0.00419547,0.00000000,0.00000000,0.50800364,0.00000000,0.08189761,0.00000000,0.24578474,0.00000000,0.01637702,0.00000000,0.14737866,0.00000000,0.00000000,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2004-10-01,2004-10-01,2009-10-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00450416,0.01320738,0.00237778,0.00751555,45674.29201153,40000.00000000,5674.29201153,0.14185730,0.06583670,0.04292104,0.40037989,0.21884256,0.58116606,0.13820483,-0.47637049,,2009,0.22730990,2008,-0.32090207,62966.35794103,5.90797688,0.21661295,0.00014770,0.24885315,0.24584860,0.24952373,0.24887437,0.24925922,0.24777471,,,,,,,0.24785757,0.24248445
SPY60/AGG40,sens,sens_2004-10-01,2004-10-01,2009-10-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00302436,0.00723202,0.00207350,0.00461613,40829.58019218,40000.00000000,829.58019218,0.02073950,0.01904368,0.00662673,0.20407187,0.14099126,0.29164831,0.05275634,-0.36097422,,2009,0.11062660,2008,-0.21447040,50549.30688724,4.22039018,0.19434627,0.00010551,0.39859361,0.39538387,,,,,,,,,,,0.59838025,0.59565460
SPY benchmark,sens,sens_2004-10-01,2004-10-01,2009-10-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00200557,0.00712292,0.00200689,0.00712454,36765.78146690,40000.00000000,-3234.21853310,-0.08085546,-0.00222765,-0.02717324,0.10937586,0.23828327,0.15475111,-0.00402533,-0.55340911,,2009,0.15829392,2008,-0.36988838,39939.29967412,2.79575098,0.15529957,0.00006989,,,,,,,,,,,,,0.99799311,0.99287546
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2005-04-01,2005-04-01,2010-04-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00087924,0.00382475,0.00093028,0.00382690,91790.30089202,40000.00000000,51790.30089202,1.29475752,0.27380085,0.27530990,1.42958491,0.18090955,2.15978497,1.78465753,-0.15341927,198,2006,0.33956988,2010,0.12785760,2268713.33107134,243.25683327,5.61428710,0.00608142,0.00000000,0.00000000,0.37683132,0.00000000,0.06552548,0.00000000,0.22921693,0.00000000,0.09826129,0.00000000,0.21288156,0.00000000,0.01635313,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2005-04-01,2005-04-01,2010-04-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00065497,0.00283129,0.00068640,0.00292950,71641.45847510,40000.00000000,31641.45847510,0.79103646,0.20857333,0.19120326,1.03150643,0.20406653,1.48103465,1.17672924,-0.17724836,60,2006,0.34770957,2010,0.04145061,1296523.02179135,135.00444337,3.41931786,0.00337511,0.00000000,0.00000000,0.50795707,0.00000000,0.08189063,0.00000000,0.24576153,0.00000000,0.01637784,0.00000000,0.14732653,0.00000000,0.00000000,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2005-04-01,2005-04-01,2010-04-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00462008,0.01197922,0.00222741,0.00577190,47851.20386010,40000.00000000,7851.20386010,0.19628010,0.06813269,0.05806802,0.40741828,0.22212299,0.59086433,0.14306273,-0.47624345,,2009,0.29709165,2008,-0.32101229,60353.81876116,5.67162304,0.21616600,0.00014179,0.24875487,0.24460129,0.24945861,0.24877831,0.24912472,0.24741267,,,,,,,0.24803953,0.24422810
